artist,total_tv_appearances,spotify_popularity,youtube_hit_appearances,google_trends_score,cluster,spotify_norm,youtube_norm,digital_popularity_score,quadrant,tv_appearances_jitter
THE YELLOW MONKEY,5,53.0,0.0,28.14503816793893,0,60.91954022988505,0.0,42.643678160919535,① 総合スーパースター,5.3104993299648156
TOKIO,10,67.0,0.0,8.641221374045802,0,77.01149425287356,0.0,53.90804597701149,① 総合スーパースター,10.011345728053737
TOMORROW X TOGETHER,3,82.0,0.0,16.5,0,94.25287356321839,0.0,65.97701149425286,② デジタルネイティブ・スター,3.025515469221782
TWICE,8,87.0,0.0,46.43893129770992,2,100.0,0.0,70.0,① 総合スーパースター,7.9772062112907145
Tani Yuuki,1,62.0,0.0,27.900763358778622,0,71.26436781609195,0.0,49.88505747126436,② デジタルネイティブ・スター,0.8707112765466132
Toshl,4,26.0,0.0,28.553435114503817,0,29.885057471264368,0.0,20.919540229885055,③ テレビ先行型スター,3.9434150321040837
Travis Japan,2,63.0,0.0,27.919847328244277,0,72.41379310344827,0.0,50.68965517241379,② デジタルネイティブ・スター,1.9061038617924992
UVERworld,1,63.0,0.0,29.251908396946565,0,72.41379310344827,0.0,50.68965517241379,② デジタルネイティブ・スター,0.8563905074909446
Uru,1,14.0,0.0,14.767175572519085,1,16.091954022988503,0.0,11.264367816091951,④ その他,1.1477305513763818
V6,7,44.0,0.0,9.942748091603054,0,50.574712643678154,0.0,35.4022988505747,① 総合スーパースター,6.995198670464248
Vaundy,3,75.0,0.0,19.248091603053435,0,86.20689655172413,0.0,60.34482758620688,② デジタルネイティブ・スター,3.1068890483840903
WANIMA,7,63.0,0.0,27.263358778625957,0,72.41379310344827,0.0,50.68965517241379,① 総合スーパースター,7.1359981311318155
X JAPAN,6,53.0,0.0,8.057251908396946,0,60.91954022988505,0.0,42.643678160919535,① 総合スーパースター,5.8873893105675
XG,1,57.0,2.0,15.599236641221374,0,65.51724137931033,8.0,48.26206896551723,② デジタルネイティブ・スター,0.8151980963694992
YOASOBI,6,76.0,0.0,25.095419847328245,0,87.35632183908045,0.0,61.14942528735631,① 総合スーパースター,6.0511004623468825
YOSHIKI,2,39.0,0.0,12.236641221374043,0,44.82758620689655,0.0,31.37931034482758,② デジタルネイティブ・スター,2.0749697388802133
YUKI,2,31.0,0.0,24.2175572519084,0,35.632183908045974,0.0,24.94252873563218,④ その他,2.034998909700245
aespa,1,81.0,0.0,32.97709923664122,0,93.10344827586206,0.0,65.17241379310344,② デジタルネイティブ・スター,0.8779323654431388
aiko,17,13.0,1.0,16.064885496183205,2,14.942528735632184,4.0,11.659770114942527,③ テレビ先行型スター,16.663156997657563
ano,3,13.0,0.0,12.587786259541986,1,14.942528735632184,0.0,10.459770114942527,④ その他,2.954381345020202
back number,8,77.0,15.0,26.248091603053435,3,88.50574712643677,60.0,79.95402298850573,① 総合スーパースター,8.02869713193391
m-flo,1,57.0,0.0,14.599236641221374,0,65.51724137931033,0.0,45.86206896551723,② デジタルネイティブ・スター,1.2744325432902741
m-flo loves Maya,1,0.0,0.0,0.7404580152671756,1,0.0,0.0,0.0,④ その他,1.0570655520488395
m-flo loves 櫻井翔,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,④ その他,0.6686819831165858
milet,7,64.0,0.0,12.896946564885496,0,73.5632183908046,0.0,51.49425287356321,① 総合スーパースター,6.912097179136253
miwa,3,55.0,0.0,17.18320610687023,0,63.218390804597696,0.0,44.25287356321839,② デジタルネイティブ・スター,2.981241555597956
timelesz,1,59.0,0.0,6.133587786259542,0,67.81609195402298,0.0,47.47126436781608,② デジタルネイティブ・スター,0.7818664369099481
tuki.,1,31.0,0.0,4.370229007633588,1,35.632183908045974,0.0,24.94252873563218,④ その他,1.142543980097534
yama,2,2.0,2.0,18.81297709923664,1,2.2988505747126435,8.0,4.00919540229885,④ その他,2.0938318540878877
μ's,1,11.0,0.0,32.30152671755725,1,12.643678160919539,0.0,8.850574712643676,④ その他,0.9879687816272358
あいみょん,11,4.0,15.0,28.431297709923665,3,4.597701149425287,60.0,21.2183908045977,③ テレビ先行型スター,10.906930579546724
いきものがかり,15,0.0,0.0,16.255725190839694,2,0.0,0.0,0.0,③ テレビ先行型スター,14.902503426614246
おしりたんてい,1,0.0,0.0,12.687022900763358,1,0.0,0.0,0.0,④ その他,1.1889506648340153
きゃりーぱみゅぱみゅ,6,6.0,0.0,5.629770992366412,1,6.896551724137931,0.0,4.827586206896551,③ テレビ先行型スター,6.13219574846567
こっちのけんと,2,1.0,0.0,2.145038167938931,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,1.7791758025839064
さだまさし,3,46.0,0.0,22.31297709923664,0,52.8735632183908,0.0,37.011494252873554,② デジタルネイティブ・スター,2.8917046282699057
すとぷり,1,49.0,0.0,26.087786259541986,0,56.32183908045977,0.0,39.42528735632183,② デジタルネイティブ・スター,0.9120365277065505
ちゃんみな,1,0.0,2.0,16.50763358778626,1,0.0,8.0,2.4,④ その他,0.9585059172033218
なにわ男子,8,61.0,8.0,26.75572519083969,0,70.11494252873563,32.0,58.680459770114936,① 総合スーパースター,7.876368795562418
ひらめ,1,17.0,0.0,13.935114503816791,1,19.54022988505747,0.0,13.678160919540229,④ その他,1.000680600742522
まふまふ,1,23.0,0.0,5.748091603053435,1,26.4367816091954,0.0,18.505747126436777,④ その他,0.8611674639236602
ゆず,20,59.0,0.0,37.454198473282446,2,67.81609195402298,0.0,47.47126436781608,① 総合スーパースター,20.076658296425276
イルカ,1,40.0,0.0,28.33206106870229,0,45.97701149425287,0.0,32.183908045977006,② デジタルネイティブ・スター,0.9626225287367776
ウタ,2,31.0,0.0,8.061068702290076,1,35.632183908045974,0.0,24.94252873563218,④ その他,2.02394504075643
エレファントカシマシ,2,0.0,0.0,20.50381679389313,1,0.0,0.0,0.0,④ その他,1.9974586982524107
オースティン・マホーン,1,0.0,0.0,11.202290076335878,1,0.0,0.0,0.0,④ その他,1.0431058888756677
キアラ・セトル,1,0.0,0.0,1.549618320610687,1,0.0,0.0,0.0,④ その他,0.9620920627935242
キタニタツヤ,1,0.0,0.0,13.84732824427481,1,0.0,0.0,0.0,④ その他,0.7862238404670334
キョコロヒー,1,8.0,0.0,21.450381679389317,1,9.195402298850574,0.0,6.4367816091954015,④ その他,1.1100599545121244
クイーン+アダム・ランバート,1,0.0,0.0,34.221374045801525,1,0.0,0.0,0.0,④ その他,1.3408057333163714
クリス松村,1,0.0,0.0,18.438931297709924,1,0.0,0.0,0.0,④ その他,0.9171408352776256
ケツメイシ,1,61.0,0.0,14.702290076335878,0,70.11494252873563,0.0,49.080459770114935,② デジタルネイティブ・スター,1.2004822308066208
ゲスの極み乙女。,4,56.0,0.0,37.1030534351145,0,64.36781609195401,0.0,45.057471264367805,① 総合スーパースター,4.197259818286674
コブクロ,6,10.0,0.0,8.820610687022901,1,11.494252873563218,0.0,8.045977011494251,③ テレビ先行型スター,6.1218476910145725
ゴスペラーズ,2,0.0,0.0,36.29770992366412,1,0.0,0.0,0.0,④ その他,2.1817476878575155
ゴールデンボンバー,11,1.0,0.0,13.69083969465649,1,1.1494252873563218,0.0,0.8045977011494252,③ テレビ先行型スター,11.033495226677859
サザンオールスターズ,2,0.0,0.0,24.564885496183205,1,0.0,0.0,0.0,④ その他,2.1584567051295394
ジェジュン,9,31.0,0.0,21.35114503816794,2,35.632183908045974,0.0,24.94252873563218,③ テレビ先行型スター,9.022514414819993
ジャニーズJr.,1,0.0,0.0,26.0,1,0.0,0.0,0.0,④ その他,0.8506669296040759
ジャニーズWEST,15,0.0,0.0,40.958015267175576,2,0.0,0.0,0.0,③ テレビ先行型スター,14.790768202502544
スガシカオ,2,0.0,0.0,18.385496183206108,1,0.0,0.0,0.0,④ その他,2.1663591867854
スキマスイッチ,2,1.0,0.0,31.129770992366414,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,1.961238992866758
スチャダラパー,1,17.0,0.0,17.83206106870229,1,19.54022988505747,0.0,13.678160919540229,④ その他,0.6483142739090442
スティング,1,13.0,0.0,38.33969465648855,0,14.942528735632184,0.0,10.459770114942527,④ その他,0.8529346782483058
ダイアモンド☆ユカイ,1,0.0,0.0,17.248091603053435,1,0.0,0.0,0.0,④ その他,0.9966293196368877
トータス松本,1,29.0,0.0,3.870229007633588,1,33.33333333333333,0.0,23.33333333333333,④ その他,0.7695956103070413
ナオト・インティライミ,3,0.0,0.0,14.30916030534351,1,0.0,0.0,0.0,④ その他,2.9053189988643737
ハマいく,1,31.0,0.0,1.251908396946565,1,35.632183908045974,0.0,24.94252873563218,④ その他,0.8896631464645515
ビリー・アイリッシュ,1,3.0,0.0,14.797709923664122,1,3.4482758620689653,0.0,2.4137931034482754,④ その他,0.8887183080285307
ビートたけし,1,1.0,0.0,13.064885496183209,1,1.1494252873563218,0.0,0.8045977011494252,④ その他,1.0426932326966574
ピコ太郎,3,0.0,0.0,22.34732824427481,1,0.0,0.0,0.0,④ その他,3.200501269316412
ブラックビスケッツ,1,0.0,0.0,3.1106870229007635,1,0.0,0.0,0.0,④ その他,0.873246374815683
ポルノグラフィティ,9,4.0,0.0,27.32442748091603,2,4.597701149425287,0.0,3.2183908045977008,③ テレビ先行型スター,9.158604009801685
マカロニえんぴつ,5,12.0,0.0,25.087786259541986,1,13.793103448275861,0.0,9.655172413793101,③ テレビ先行型スター,4.871966029253348
モーニング娘。'17,1,0.0,0.0,3.0763358778625958,1,0.0,0.0,0.0,④ その他,0.6889745047574058
モーニング娘。MステSPユニット（モーニング娘。’23＆OGメンバー）,1,0.0,0.0,0.0,1,0.0,0.0,0.0,④ その他,1.300839102945434
