year,program,artist,appearances,song,tags,type,origin,associated_acts,members,MB_Producers,MB_MemberOf,Wiki_Summary,spotify_followers,spotify_popularity,artist_category
2022,ベストアーティスト,Perfume,,,"J-POP, テクノ歌謡, テクノポップ, エレクトロニカ, フューチャーポップ, EDM, チップチューン, テクノ, シンセポップ, ハウス, エレクトロ, ポップ, フューチャー, ベース",Group,"日本, 広島県","中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）",情報なし,"河島佑香, 樫野有香, 西脇綾香, 大本彩乃, チーム・アミューズ!!",Perfume（パフューム）は、日本の音楽ユニット。中田ヤスタカが楽曲プロデュースする広島県出身の3人組テクノポップユニットである。,890528.0,59.0,女性グループ
2022,ベストアーティスト,SEKAI NO OWARI,,,"J-POP, インディー, ポップ, スタジアム, ロック, EDM, ジャズ",Group,"日本, 東京都, 大田区","CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）",情報なし,"藤崎彩織, Fukase, DJ LOVE, Nakajin",概要なし,2989922.0,67.0,その他
2022,ベストアーティスト,SEVENTEEN,,,"J-POP, K-POP, R&B, バンド",Group,Seoul,HYBE,,情報なし,"DINO, DK, HOSHI, 정한, JOSHUA, 민규, S.COUPS, 승관, THE 8, VERNON, 文俊辉, 원우, WOOZI",セブンティーン（seventeen）は、数字の17を表す英語。,13425039.0,82.0,その他
2022,ベストアーティスト,STU48,,,J-POP,女性グループ,日本,"秋元康, AKB48グループ","メンバー, を参照",情報なし,"市岡愛弓, 森香穂, 瀧野由美子, 藤原あずさ, 福田朱里, 今村美月, 石田千穂, 磯貝花音, 岩田陽菜, 門脇実優菜, 甲斐心愛, 佐野遥, 田中皓子, 土路生優里, 薮下楓, 矢野帆夏, 中村舞, 沖侑果, 高雄さやか, 池田裕楽, 高雄さやか, 岡村梨央, 岡村梨央, 石田みなみ, 岡田奈々","STU48（エスティーユー フォーティーエイト）は、秋元康のプロデュースにより、2017年に誕生した瀬戸内7県を拠点とする日本の女性アイドルグループであり、AKB48グループの1つである。運営会社および所属事務所は株式会社STU。所属レーベルはYou, Be Cool!/キングレコード。",37483.0,32.0,女性グループ
2022,ベストアーティスト,Sexy Zone,,,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝",情報なし,"長瀬実夕, 長瀬実夕, 町田紀彦, 舞衣子, 舞衣子, 舞衣子, MIZUHO, 西村朝香, 西村朝香, TAKAYO",timelesz（タイムレス）は、日本の8人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT、所属レコードレーベルはOver The Top。ファンネームは「secondz」（セカンズ）、マスコットキャラクターは「TAM」。,200.0,0.0,男性グループ
2022,ベストアーティスト,SixTONES,,,J-POP,男性グループ,日本,,"ジェシー, 京本大我, 松村北斗, 髙地優吾, 森本慎太郎, 田中樹",情報なし,"ジェシー, 高地優吾, 京本大我, 松村北斗, 森本慎太郎, 田中樹",SixTONES（ストーンズ）は、日本の6人組男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT、所属レーベルはソニー・ミュージックレーベルズ[注 1]。2015年5月1日結成。2020年1月22日、シングル「Imitation Rain/D.D.」でCDデビュー。,189773.0,66.0,男性グループ
2022,ベストアーティスト,Stray Kids,,,"K-POP, ポップラップ, EDM",男性グループ,"韓国, ソウル特別市",,"バンチャン, リノ, チャンビン, ヒョンジン, ハン, フィリックス, スンミン, アイエン",情報なし,"우진, 방찬, 창빈, 필릭스, 한, 현진, 아이엔, 리노, 승민",Stray Kids（ストレイキッズ、朝: 스트레이 키즈）は、韓国の8人組ボーイズグループ。JYPエンターテインメント所属。略称はSKZ、スキズ（朝: 스키즈）。公式ファンダムネームはSTAY（ステイ、朝: 스테이）。韓国人6人、韓国系オーストラリア人2人で構成される。,19786358.0,87.0,男性グループ
2022,ベストアーティスト,THE RAMPAGE from EXILE TRIBE,,,J-POP,Group,日本,,"LIKIYA, 陣, RIKU, 神谷健太, 与那嶺瑠唯, 山本彰吾, 川村壱馬, 吉野北人, 岩谷翔吾, 浦川翔平, 藤原樹, 武知海青, 長谷川慎, 龍, 鈴木昂秀, 後藤拓磨",情報なし,"藤原樹, 長谷川慎, 川村壱馬, 桐谷健太, 山本彰吾, 与那嶺瑠唯, 吉野北人","THE RAMPAGE from EXILE TRIBE（ザ・ランペイジ・フロム・エグザイル・トライブ）は、日本のダンス&ボーカルグループ。LDH JAPAN所属。レーベルはrhythm zone。グループ名の""RAMPAGE""は暴れ回るという意味である。",333804.0,55.0,男性グループ
2022,ベストアーティスト,なにわ男子,,,J-POP,Group,日本,大倉忠義,"西畑大吾, 大西流星, 道枝駿佑, 高橋恭平, 長尾謙杜, 藤原丈一郎, 大橋和也",情報なし,"藤原丈一郎, 道枝駿佑, 長尾謙杜, 西畑大吾, 大橋和也, 大西流星, 高橋恭平",概要なし,204995.0,61.0,その他
2022,ベストアーティスト,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,,情報なし,"岩沢厚治, 北川悠仁, THE HAJIMALS",ユズ（柚子、学名: Citrus junos）はミカン科ミカン属の常緑小高木。柑橘類の1つ。ホンユズとも呼ばれる。消費量・生産量ともに日本が最大である。果実の酸味と香りが好まれて、果汁は少なく、主に果皮を日本料理の香りづけに使う。,1974458.0,59.0,その他
2022,ベストアーティスト,ジェジュン,,,"K-POP, J-POP",ソロ,"大韓民国, 忠清南道, 公州市","JYJ, 東方神起",,情報なし,情報なし,キム・ジェジュン（朝: 김 재중、中: 金 在中、英: Kim Jae Joong、1986年1月26日 - ）は、韓国出身の男性歌手。2001年からSMエンタテイメントの練習生になる。2003年の12月26日のデビューから2009年までは東方神起のメンバーであった。それ以降はJYJのメンバーとして活動し、2017年以降はソロ歌手として活動している。韓国の所属事務所はSMエンタテインメント→CJeS STUDIOS（旧社名C-JeS Entertainment）→iNKODE。日本の所属事務所はエイベックス・マネジメント→JB's（マネジメント会社はケイダッシュ）→iNKODE JAPAN。,2721.0,31.0,男性グループ
2022,ベストアーティスト,ブラックビスケッツ,,,J-POP,Group,"日本, 東京",,"南々見狂也, 天山ひろゆき, ビビアン",情報なし,情報なし,"ブラックビスケッツ（BLACK BISCUITS）は、日本テレビ系のバラエティー番組『ウッチャンナンチャンのウリナリ!!』（1996年4月 - 2002年3月）から誕生した音楽ユニット。
通称はブラビ。中国語繁体字表記は、黑色餅乾。簡体字表記では、黑色饼干。",,,その他
2022,ベストアーティスト,ポルノグラフィティ,,,"ロック, J-POP, ポップ, ロック, ラテン",Group,"日本, 広島県, 因島",田村充義,"岡野昭仁, （, ボーカル, ）, 新藤晴一, （, ギター, ）",情報なし,"Tama, 岡野昭仁, チーム・アミューズ!!, 新藤晴一",概要なし,7.0,4.0,その他
2022,ベストアーティスト,レミオロメン,,,"ロック, J-POP, ポップ, ロック",Group,"日本, 山梨県, 東八代郡, 御坂町, （現在の, 笛吹市, ）","小林武史, （共同プロデュース）, トーレ, ヨハンソン, （共同プロデュース）","藤巻亮太, （, ボーカル, ギター, ）, 前田啓介, （, ベース, ）, 神宮司治, （, ドラムス, ）",情報なし,"藤巻亮太, 神宮司治, 前田啓介",レミオロメン（英語: Remioromen）は、日本のスリーピースロックバンド。2000年結成。2012年より活動休止。略称は「レミオ」。,569841.0,53.0,男性グループ
2022,ベストアーティスト,中島美嘉,,,"J-POP, ポップ, ロック, コンテンポラリー, ポップ, スムーズジャズ",ソロ,"日本, 鹿児島県","玉井健二, (, agehasprings, ), 飛内将大, 百田留衣, COLDFEET, MICA 3 CHU, 加藤ミリヤ, 童子-T, DAISHI DANCE, 土屋公平, 玉置浩二",,情報なし,"MICA 3 CHU, MIKA RANMARU",概要なし,1.0,0.0,女性ソロ
2022,ベストアーティスト,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照",情報なし,"永島聖羅, 深川麻衣, 伊藤万理華, 中元日芽香, 川村真洋, 生駒里奈, 斎藤ちはる, 若月佑美, 能條愛未, 川後陽菜, 西野七瀬, 衛藤美彩, 斉藤優里, 桜井玲香, 井上小百合, 中田花奈, 松村沙友理, 高山一実, 生田絵梨花, 星野みなみ, 樋口日奈, 和田まあや, 齋藤飛鳥, 秋元真夏, 白石麻衣, 伊藤純奈, 伊藤かりん, 堀未央奈, 渡辺みり愛, 新内眞衣, 山崎怜奈, 鈴木絢音, 寺田蘭世, 佐々木琴子, 北野日奈子, 西川七海, 松井玲奈, 相楽伊織, 伊藤かりん, 寺田蘭世, 大園桃子, 山下美月, 阪口珠美, 向井葉月, 与田祐希, 伊藤理々杏, 岩本蓮加, 久保史緒里, 中村麗乃, 佐藤楓, 梅澤美波, 吉田綾乃クリスティー, 早川聖来, 遠藤さくら, 賀喜遥香, 金川紗耶, 掛橋沙耶香, 北川悠理, 清宮レイ, 柴田柚菜, 田村真佑, 筒井あやめ, 矢久保美緒, 林瑠奈, 黒見明香, 松尾美佑, 佐藤璃果, 弓木奈於, 一ノ瀬美空, 池田瑛紗, 井上和, 五百城茉央, 川﨑桜, 中西アルノ, 小川彩, 岡本姫奈, 奥田いろは, 菅原咲月, 冨里奈央, 海邉朱莉, 川端晃菜, 大越ひなの, 愛宕心響, 増田三莉音, 瀬戸口心月, 矢田萌華, 小津玲奈, 長嶋凛桜, 森平麗心, 鈴木佑捺",概要なし,263.0,11.0,女性グループ
2022,ベストアーティスト,大塚愛,,,"J-POP, ポップ, ロック",femaleソロ,"日本, 大阪府, 大阪市, 住之江区","Ikoman, 山口寛雄, 阿部登, （, Studio Apartment, ）, Rabbit, 松浦勝人",,情報なし,"Rabbit, a-nation’s party",大塚 愛（おおつか あい、1982年〈昭和57年〉9月9日 - ）は、日本のシンガーソングライター、女優。2012年から2013年にかけて、バンド・Rabbitのボーカルを務めていた。作詞・作曲は2010年までは「愛」名義、2012年以降は「AIO」「aio」名義で行う。,,,女性ソロ
2022,ベストアーティスト,宮本浩次,,,"シンガーソングライター, 歌謡曲",maleソロ,Kita,,,情報なし,エレファントカシマシ,宮本浩次（みやもと こうじ、みやもと ひろじ）,507.0,1.0,男性ソロ
2022,ベストアーティスト,日向坂46,,,J-POP,女性グループ,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照",情報なし,"影山優佳, 柿崎芽実, 井口眞緒, 東村芽依, 齊藤京子, 佐々木久美, 高本彩花, 高瀬愛奈, 潮紗理菜, 加藤史帆, 佐々木美玲, 渡邉美穂, 濱岸ひより, 金村美玖, 河田陽菜, 小坂菜緒, 松田好花, 宮田愛萌, 丹生明里, 富田鈴花, 上村ひなの, 森本茉莉, 髙橋未来虹, 山口陽世, 岸帆夏, 藤嶌果歩, 平尾帆夏, 平岡海月, 石塚瑶季, 小西夏菜実, 宮地すみれ, 清水理央, 正源司陽子, 竹内希来里, 渡辺莉奈, 山下葉留花",日向坂46（ひなたざかフォーティーシックス、Hinatazaka46）は、日本の女性アイドルグループである。秋元康のプロデュースにより、2015年11月30日に結成。2019年2月11日までは、けやき坂46名義で活動していた[注釈 1]。2019年3月27日にシングルデビュー。,,,女性グループ
2022,ベストアーティスト,櫻坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照",情報なし,"米谷奈々未, 今泉佑唯, 志田愛佳, 織田奈那, 鈴本美愉, 長沢菜々香, 石森虹花, 佐藤詩織, 守屋茜, 渡辺梨加, 渡邉理佐, 原田葵, 尾関梨香, 菅井友香, 土生瑞穂, 小林由依, 小池美波, 齋藤冬優花, 上村莉菜, 長濱ねる, 松平璃子, 関有美子, 藤吉夏鈴, 井上梨名, 松田里奈, 森田ひかる, 武元唯衣, 田村保乃, 山﨑天, 遠藤光莉, 幸阪茉里乃, 増本綺良, 守屋麗奈, 大沼晶保, 大園玲, 石森璃花, 小島凪紗, 的野美青, 向井純葉, 村井優, 村山美羽, 中嶋優月, 小田倉麗奈, 谷口愛季, 山下瞳月, 遠藤理子",概要なし,207968.0,63.0,女性グループ
2022,ベストアーティスト,福山雅治,,,"J-POP, ポップ, ロック, ロックンロール, グランジ, ラテン",maleソロ,Nagasaki,"井上鑑, KOH",,情報なし,チーム・アミューズ!!,福山 雅治（ふくやま まさはる、1969年〈昭和44年〉2月6日 - ）は、日本のシンガーソングライター、俳優。所属事務所はアミューズ。所属レコード会社はユニバーサルミュージック。公式ファンクラブは「BROS.」（日本国外居住者は「BROS.+」）。愛称はましゃ。ラジオDJや写真家としても活動。妻は女優の吹石一恵。 義父は元プロ野球選手の吹石徳一。,1060441.0,57.0,男性ソロ
2022,ベストアーティスト,緑黄色社会,,,"ポップ, ロック, J-POP",混合グループ,"日本, 愛知県","比田井修, （, ドラムス, ）","長屋晴子（, ボーカル, ギター, ）, 小林壱誓（ギター）, peppe（, キーボード, ）, 穴見真吾（, ベース, ）",情報なし,"穴見真吾, 穴見真吾, 小林壱誓, 小林壱誓, 長屋晴子, 長屋晴子, peppe, peppe",緑黄色社会（りょくおうしょくしゃかい）は、日本の男女混合4人組ポップ・ロック・バンド。愛知県出身。所属レーベルはソニー・ミュージックレーベルズ内のエピックレコードジャパン。略称は「リョクシャカ」。2012年に5人組バンドとして結成され、2015年にドラマーの脱退を経て現行の4人組編成となった。,,,男女混合グループ
2022,ベストアーティスト,美炎-BIEN-,,,"J-POP, アイドル",Group,Koto,,"松尾駿, 長田庄平",情報なし,THE★THREE SOUL PIGREES,チョコレートプラネットは、吉本興業（東京本社）所属のお笑いコンビ。2006年結成。NSC東京校11期生。,3495.0,10.0,女性ソロ
2022,ベストアーティスト,西野カナ,,,"J-POP, R&B",femaleソロ,"日本, 三重県, 松阪市","GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",,情報なし,情報なし,概要なし,1956178.0,66.0,女性ソロ
2022,ベストアーティスト,関ジャニ∞,,,"ロック, ポップ, ロック, J-POP, 演歌",男性グループ,"日本, 大阪府",,"横山裕, （, ボーカル, パーカッション, トランペット, ギター, ）, 村上信五, （ボーカル, キーボード, ）, 丸山隆平, （ボーカル, ベース, ）, 安田章大, （メインボーカル, ギター）, 大倉忠義, （ボーカル, ドラムス, ）",情報なし,"THE BLACK MAGES, The Star Onions, The Hanjuku Mages, コナミ矩形波倶楽部",SUPER EIGHT（スーパーエイト）は、日本の男性アイドルグループ、ロックバンド。所属事務所はSTARTO ENTERTAINMENT。所属レーベルは自身が設立した自主レーベルのINFINITY RECORDS[注 4]。公式ファンネームは「eighter」（エイター）[注 5]。2024年2月4日より関ジャニ∞（かんジャニエイト）から現名称にグループ名を変更した。,,,男性ソロ
2022,ミュージックステーションスーパーライブ,10-FEET,,,"ロック, オルタナティヴ, ロック, インディー, ロック, メロディック, ハードコア, パンク, ロック, ポップ, パンク, ヒップホップ, ヘヴィメタル, ボサノヴァ, レゲエ, ギターポップ",Group,"日本, 京都府",,"TAKUMA（, ボーカル, ギター, ）, NAOKI（, ベース, ボーカル）, KOUICHI（, ドラムス, コーラス, ）",情報なし,TAKUMA,10-FEET（テンフィート）は、日本のスリーピースロックバンド。マネジメントはBADASS。所属レーベルはユニバーサルミュージック。,408848.0,56.0,その他
2022,ミュージックステーションスーパーライブ,A.B.C-Z,,,J-POP,男性グループ,日本,,"橋本良亮, 戸塚祥太, 五関晃一, 塚田僚一",情報なし,"河合郁人, 五関晃一, 橋本良亮, 戸塚祥太, 塚田僚一",A.B.C-Z（エービーシーズィー）は、日本の男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。レコードレーベルはポニーキャニオン。愛称はえび。,16593.0,41.0,男性グループ
2022,ミュージックステーションスーパーライブ,AKB48,,,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照",情報なし,"宇佐美友紀, 折井あゆみ, 星野みちる, 渡邊志穂, 増山加弥乃, 駒谷仁美, 中西里菜, 成田梨紗, 大江朝美, 戸島花, 川崎希, 大島麻衣, 浦野一美, 佐藤由加理, 平嶋夏海, 前田敦子, 峯岸みなみ, 篠田麻里子, 板野友美, 高橋みなみ, 小嶋陽菜, 上村彩子, 今井優, 高田彩奈, 早野薫, 野呂佳代, 大堀恵, 小野恵令奈, 奥真奈美, 佐藤夏希, 増田有華, 河西智美, 宮澤佐江, 松原夏海, 秋元才加, 梅田彩佳, 大島優子, 小林香菜, 早野薫, 藤島マリアチカ, 堀江聖夏, 磯怜奈, 大塚亜季, 坂田涼, 井上奈瑠, 早乙女美樹, 松岡由紀, 野口玲菜, 米沢瑠美, 仲川遥香, 多田愛佳, 仲谷明香, 菊地あやか, 片山陽加, 田名部生来, 渡辺麻友, 柏木由紀, 飯沼友里奈, 金子智美, 小塚里菜, 渡辺茉莉絵, 吉岡沙葵, 出口陽, 中西優香, 中田ちさと, 鈴木菜絵, 瓜屋茜, 成瀬理沙, 佐伯美香, 村中聡美, 藤本紗羅, 大家志津香, 佐藤亜美菜, 藤江れいな, 倉持明日香, 山田みずき, 有馬優茄, 畑山亜梨紗, 冨田麻友, 小原春香, 中塚智実, 内田眞由美, 石田晴香, 宮崎美穂, 北原里英, 指原莉乃, 仁藤萌乃, 近野莉菜, 高城亜樹, 西澤沙羅, 野中美郷, 北原里英, 中田ちさと, 佐藤すみれ, 高城亜樹, 石黒莉美, 愛迫みゆ, 林あやの, 前田亜美, 鈴木まりや, 小森美果, 鈴木紫帆里, 松井咲子, 片野友里恵, 早乙女美樹, 近野莉菜, 小松瑞希, 西川七海, 浅居円, 石部郁, 石井彩夏, 郭グレース, 小水七海, 三木にこる, 坂本莉央, 杉山未来, 冨手麻妙, 今井悠理枝, 植木あさ香, 佐野友里子, 佐藤すみれ, 前田亜美, 伊藤彩夏, 石黒貴己, 絹本桃子, 高松恵理, 中村麻里子, 大場美奈, 島田晴香, 竹内美宥, 森杏奈, 山内鈴蘭, 永尾まりや, 島崎遥香, 横山由依, 藤田奈那, 加藤玲奈, 岩崎仁美, 小林茉里奈, 入山杏奈, 金沢有希, 阿部マリア, 伊豆田莉奈, 仲俣汐里, 市川美織, 豊田早姫, 岡﨑ちなみ, 川上麻里奈, 牛窪紗良, 山口菜有, 小嶋菜月, 川栄李奈, 名取稚菜, 岩佐美咲, 大家志津香, 森川彩香, 大場美奈, 中村麻里子, 島田晴香, 竹内美宥, 高橋朱里, 田野優花, 武藤十夢, 平田梨奈, 大森美優, 佐々木優佳里, 岩田華怜, 鈴木里香, サイード横田絵玲奈, 江口愛実, 阿部マリア, 長谷川晴奈, 森山さくら, 渡邊寧々, 光宗薫, 相笠萌, 岩立沙穂, 北澤早紀, 茂木忍, 岡田彩花, 高島祐利奈, 梅田綾乃, 大島涼花, 篠崎彩奈, 雨宮舞夏, 北汐莉, 村山彩希, 渡辺美優紀, 松井珠理奈, 田野優花, 高橋朱里, 橋本耀, 小嶋真子, 西野未姫, 岡田奈々, 内山奈月, 前田美月, 小嶋菜月, 伊豆田莉奈, 光宗薫, 石田安奈, 武藤十夢, 小谷里歩, 市川愛美, 大和田南那, 佐藤妃星, 土保瑞希, 湯本亜美, 峯岸みなみ, 古畑奈和, 矢倉楓子, 高城亜樹, 平田梨奈, 兒玉遥, 大森美優, 佐々木優佳里, 向井地美音, 野澤玲奈, 込山榛香, 高島祐利奈, 橋本耀, 内山奈月, 相笠萌, 梅田綾乃, 西野未姫, 岡田彩花, 小嶋真子, 峯岸みなみ, 岩立沙穂, 北澤早紀, 茂木忍, 村山彩希, 岡田奈々, 大川莉央, 達家真姫宝, 飯野雅, 西山怜那, 後藤萌咲, 川本紗矢, 下口ひなな, 田北香世子, 横島亜衿, 渋谷凪咲, 生駒里奈, 土保瑞希, 西山怜那, 山本彩, 小笠原茉由, 大和田南那, 横島亜衿, 木﨑ゆりあ, 宮脇咲良, 大川莉央, 田北香世子, 福岡聖菜, 市川愛美, 中西智代梨, 佐藤妃星, 下口ひなな, 達家真姫宝, 湯本亜美, 奥洞千捺, 森脇由衣, 藤村菜月, 岩﨑萌花, 山本亜依, 北玲名, 近藤萌恵里, 吉野未優, 福地礼奈, 谷優里, 濵松里緒菜, 阿部芽唯, 舞木香純, 廣瀬なつき, 早坂つむぎ, 下青木香鈴, 谷口もか, 長久玲奈, 横道侑里, 人見古都音, 中野郁海, 谷川聖, 佐藤栞, 山田菜々美, 佐藤七海, 本田仁美, 行天優莉奈, 濵咲友菜, 橋本陽菜, 左伴彩佳, 倉野尾成美, 宮里莉羅, 永野芹佳, 小田えりな, 小栗有以, 岡部麟, 大西桃香, 太田奈緒, 坂口渚沙, 佐藤朱, 清水麻璃亜, 下尾みう, 髙橋彩音, 高岡薫, 山本瑠香, 横山結衣, 吉川七瀬, 谷口めぐ, 小谷里歩, 渋谷凪咲, 塚本まり子, 服部有菜, 飯野雅, 佐伯美香, 高橋希良, 野村奈央, 山邊歩夢, 北川綾巴, 渡辺美優紀, 白間美瑠, 朝長美桜, 矢吹奈子, 吉田華恋, 千葉恵里, 樋渡結依, 久保怜音, 西川怜, 北川綾巴, 馬嘉伶, 馬嘉伶, 鈴木まりや, 野田陽菜乃, 寺田美咲, 歌田初夏, 野口菜々美, 浅井七海, 稲垣香織, 武藤小麟, 山内瑞葵, 安田叶, 庄司なぎさ, 梅本和泉, 長友彩海, 山根涼羽, 田屋美咲, 播磨七海, 黒須遥香, 道枝咲, 佐藤美波, 本間麻衣, 前田彩佳, 鈴木くるみ, 田口愛佳, 平野ひかる, 髙橋彩香, 山田杏華, 川原美咲, 奥本陽菜, 春本ゆき, 山邊歩夢, 奥原妃奈子, 森月音羽, 神山莉穂, 勝又彩央里, 古川夏凪, 本田そら, 石綿星南, 蔵本美結, 永野恵, 佐藤詩識, 末永祐月, 吉橋柚花, 浅井七海, 稲垣香織, 武藤小麟, 山内瑞葵, 安田叶, 伊藤きらら, 立仙愛理, 御供茉白, พิมรภัส ผดุงวัฒนะโชค, Stephanie Pricilla Indarto Putri, 藤園麗, 矢作萌夏, 長友彩海, 大盛真歩, 多田京加, 山根涼羽, 黒須遥香, 小林蘭, 岡田梨奈, 大竹ひとみ, 齋藤陽菜, 道枝咲, 佐藤美波, 鈴木優香, 長谷川新奈, 山﨑空, 新井彩永",AKB48（エーケービーフォーティーエイト）は、日本の女性アイドルグループ。秋元康のプロデュースにより、2005年に東京・秋葉原（東京都千代田区外神田）を拠点として活動を開始した。運営会社および所属事務所は株式会社DH[注釈 1]、所属レーベルはEMI Records（ユニバーサルミュージック）。AKB48グループにおいて最初に発足したグループである。結成から約20年間にわたり、現在も活動を継続している。チーム制は休止中である。,511629.0,59.0,女性グループ
2022,ミュージックステーションスーパーライブ,Aimer,,,"J-POP, ポップ, ロック",ソロ,日本,"玉井健二, 飛内将大, 百田留衣, 釣俊輔, 野間康介, 澤野弘之, （2013年 - ）, Taka, （2015年 - 2016年）, 梶浦由記, （2017年 - ）",,情報なし,agehasprings,概要なし,2673474.0,67.0,女性ソロ
2022,ミュージックステーションスーパーライブ,BiSH,,,"パンク, ロック",Group,日本,"渡辺淳之介, 松隈ケンタ, （, SCRAMBLES, ）",,情報なし,"ユカコラブデラックス, ハグ・ミィ, アイナ・ジ・エンド, セントチヒロ・チッチ, モモコグミカンパニー, ハシヤスメ・アツコ, リンリン, アユニ・D",BiSH（ビッシュ）は、2015年から2023年6月29日まで活動した日本のガールズグループ。キャッチコピーは「楽器を持たないパンクバンド」。媒体によって、アイドルグループやアーティストグループにも分類される。所属事務所はWACK。レーベルはavex trax。,2672.0,14.0,女性グループ
2022,ミュージックステーションスーパーライブ,DA PUMP,,,"J-POP, ダンス, ポップ, ヒップホップ",Group,日本,"m.c.A, T, 今井大介, SASA, Shungo.","ISSA, YORI, TOMO, KIMI, U-YEAH, KENZO",情報なし,"SHINOBU, YUKINARI, KEN, ISSA, DAICHI, KENZO, KIMI, TOMO, U‐YEAH, YORI",概要なし,372701.0,49.0,その他
2022,ミュージックステーションスーパーライブ,DISH//,,,"ロック, J-POP, ダンスロック",Group,日本,,"北村匠海, （, ボーカル, ギター, ）, 矢部昌暉, （ギター, コーラス, ）, 橘柊生, （, DJ, キーボード, ラップ, ）, 泉大智, （, ドラムス, ）",情報なし,"Sharam, Ali Shirazinia",DISH//（ディッシュ）は、日本の4人組ダンスロックバンド。2011年結成。所属事務所はスターダストプロモーション。所属レコード会社はソニー・ミュージックレコーズ。,2672.0,14.0,男性グループ
2022,ミュージックステーションスーパーライブ,ELEVENPLAY,,,ダンス,Group,日本,MIKIKO,"メンバー, を参照",情報なし,情報なし,ELEVENPLAY（イレブンプレイ）は、演出振付家MIKIKO率いる日本のダンスグループ。,,,その他
2022,ミュージックステーションスーパーライブ,FANTASTICS,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,,,情報なし,情報なし,ファンタスティックス,157100.0,53.0,その他
2022,ミュージックステーションスーパーライブ,GENERATIONS,,,J-POP,maleソロ,Kōchi,,,情報なし,"Leonardo Corradi, Tony Match, Fred Wesley",「GENERATIONS」（ジェネレーションズ）は、柿原徹也の楽曲。宮崎誠により制作された。2枚目のシングルとして2013年9月18日にKiramuneから発売された。,692476.0,53.0,男性グループ
2022,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,J-POP,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太",情報なし,"森本龍太郎, 岡本圭人, 有岡大貴, 知念侑李, 伊野尾慧, 中島裕翔, 髙木雄也, 薮宏太, 山田涼介, 八乙女光, Hey! Say! 7, Hey! Say! BEST",Hey! Say! JUMP（ヘイ セイ ジャンプ）は、日本の男性アイドルグループ。所属事務所はSTARTO ENTERTAINMENT。所属レコード会社はストームレーベルズ。2007年9月24日結成発表。2007年11月14日、CDデビュー。,211048.0,59.0,男性グループ
2022,ミュージックステーションスーパーライブ,Hoodie fam,,,J-POP,maleソロ,Kōchi,,,情報なし,情報なし,ページなし,,,男性ソロ
2022,ミュージックステーションスーパーライブ,KARA,,,K-POP,Group,韓国,,"ギュリ, スンヨン, ニコル, ジヨン, ヨンジ",情報なし,"김성희, 니콜, 한승연, 박규리, JY, 구하라, 허영지, 한승연, 허영지, JY, 니콜, 박규리",概要なし,31.0,2.0,その他
2022,ミュージックステーションスーパーライブ,KAT-TUN,,,J-POP,Group,日本,,,情報なし,"赤西仁, 田中聖, 田口淳之介, 亀梨和也, 中丸雄一, 上田竜也",概要なし,144142.0,31.0,その他
2022,ミュージックステーションスーパーライブ,KinKi Kids,,,"J-POP, ダンス, ポップ",Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛",情報なし,"堂本光一, 堂本剛",KinKi Kids（キンキ・キッズ）は、堂本光一、堂本剛の2人による日本の男性アイドルデュオ。所属事務所はSTARTO ENTERTAINMENT。レコードレーベルはELOV-Label。略称は「キンキ」「KinKi」。中国語表記は「近畿小子」。,145586.0,62.0,男性グループ
2022,ミュージックステーションスーパーライブ,King Gnu,,,"J-POP, ミクスチャー, ロック, オルタナティヴ, ロック, サイケデリック, ロック, ヒップホップ, ジャズ, クラシック",Group,"日本, 東京都",,"常田大希, （, ギター, ボーカル, ）, 勢喜遊, （, ドラムス, サンプラー, ）, 新井和輝, （, ベース, シンセベース, ）, 井口理, （ボーカル, キーボード, ）",情報なし,情報なし,King Gnu（キングヌー）は、日本の4人組ロックバンド。所属レーベルはアリオラジャパン。公式ファンクラブは「CLUB GNU」。,3967069.0,72.0,男性ソロ
